,zipcode,bedrooms,price,weekly_price,monthly_price,cleaning_fee,number_of_reviews,review_scores_rating
39239,11203,2.0,125.0,750.0,3500.0,90.0,14,93.0
39245,11211,2.0,125.0,750.0,3500.0,350.0,0,
39259,11238,2.0,148.0,888.0,4144.0,100.0,21,100.0
39262,11355,2.0,60.0,360.0,1680.0,10.0,3,87.0
39266,10469,2.0,99.0,594.0,2772.0,80.0,32,98.0
39269,10027,2.0,250.0,1500.0,7000.0,20.0,2,100.0
39274,11373,2.0,158.0,948.0,4424.0,55.0,8,98.0
39278,10016,2.0,239.0,1434.0,6692.0,160.0,22,92.0
39309,11237,2.0,135.0,810.0,3780.0,65.0,7,93.0
39310,10035,2.0,120.0,720.0,3360.0,336.0,13,100.0
39311,11102,2.0,169.0,1014.0,4732.0,60.0,10,82.0
39317,11238,2.0,120.0,720.0,3360.0,80.0,8,87.0
39318,10019,2.0,349.0,2094.0,9772.0,89.0,9,91.0
39332,10036,2.0,199.0,1194.0,5572.0,125.0,20,96.0
39360,11210,2.0,333.0,1998.0,9324.0,932.4000000000001,2,90.0
39376,11221,2.0,100.0,600.0,2800.0,100.0,1,100.0
39388,10014,2.0,490.0,2940.0,13720.0,80.0,8,93.0
39390,11231,2.0,188.0,1128.0,5264.0,50.0,5,100.0
39393,11211,2.0,239.0,1434.0,6692.0,75.0,23,97.0
39420,10014,2.0,200.0,1200.0,5600.0,560.0,0,
39449,10012,2.0,199.0,1194.0,5572.0,100.0,3,100.0
39495,11216,2.0,107.0,642.0,2996.0,80.0,4,100.0
39499,11206,2.0,275.0,1650.0,7700.0,0.0,9,100.0
39517,11218,2.0,145.0,870.0,4060.0,125.0,3,87.0
39526,11220,2.0,180.0,1080.0,5040.0,100.0,0,
39536,10022,2.0,925.0,5550.0,25900.0,2590.0,0,
39537,10022,2.0,925.0,5550.0,25900.0,2590.0,0,
39538,10022,2.0,795.0,4770.0,22260.0,2226.0,0,
39539,10022,2.0,795.0,4770.0,22260.0,2226.0,0,
39541,10022,2.0,615.0,3690.0,17220.0,1722.0,0,
39542,10022,2.0,615.0,3690.0,17220.0,1722.0,0,
39562,11211,2.0,200.0,1200.0,5600.0,75.0,13,97.0
39568,10003,2.0,195.0,1170.0,5460.0,95.0,27,87.0
39572,11207,2.0,120.0,720.0,3360.0,75.0,21,94.0
39582,10014,2.0,350.0,2100.0,9800.0,140.0,2,100.0
39585,11237,2.0,200.0,1200.0,5600.0,40.0,0,
39586,10005,2.0,195.0,1170.0,5460.0,120.0,38,98.0
39591,11208,2.0,80.0,480.0,2240.0,100.0,23,93.0
39598,10065,2.0,100.0,600.0,2800.0,500.0,0,
39624,10036,2.0,325.0,1950.0,9100.0,910.0,0,
39627,11208,2.0,80.0,480.0,2240.0,100.0,15,92.0
39635,11233,2.0,79.0,474.0,2212.0,221.20000000000002,29,84.0
39658,11221,2.0,120.0,720.0,3360.0,336.0,20,96.0
39660,11385,2.0,175.0,1050.0,4900.0,55.0,22,99.0
39661,11418,2.0,100.0,600.0,2800.0,0.0,16,90.0
39669,10009,2.0,300.0,1800.0,8400.0,840.0,6,92.0
39675,11206,2.0,125.0,750.0,3500.0,40.0,2,90.0
39679,11211,2.0,130.0,780.0,3640.0,40.0,5,84.0
39690,11201,2.0,247.0,1482.0,6916.0,120.0,18,90.0
39706,11422,2.0,100.0,600.0,2800.0,25.0,18,94.0
39708,11217,2.0,350.0,2100.0,9800.0,130.0,6,100.0
39730,10030,2.0,140.0,840.0,3920.0,75.0,1,
39748,11208,2.0,85.0,510.0,2380.0,50.0,20,93.0
39760,11249,2.0,165.0,990.0,4620.0,175.0,1,100.0
39765,10011,2.0,425.0,2550.0,11900.0,175.0,3,100.0
39777,10036,2.0,705.0,4230.0,19740.0,1974.0,0,
39778,10036,2.0,705.0,4230.0,19740.0,1974.0,0,
39780,10022,2.0,135.0,810.0,3780.0,150.0,6,90.0
39783,10002,2.0,220.0,1320.0,6160.0,120.0,13,94.0
39788,11211,2.0,273.0,1638.0,7644.0,90.0,24,94.0
39797,11221,2.0,275.0,1650.0,7700.0,200.0,0,
39799,11103,2.0,140.0,840.0,3920.0,60.0,23,85.0
39801,10016,2.0,389.0,2334.0,10892.0,100.0,22,95.0
39803,10017,2.0,450.0,2700.0,12600.0,150.0,7,100.0
39806,11367,2.0,139.0,834.0,3892.0,125.0,4,100.0
39827,10038,2.0,725.0,4350.0,20300.0,2030.0,0,
39828,10038,2.0,625.0,3750.0,17500.0,1750.0,1,100.0
39829,10038,2.0,625.0,3750.0,17500.0,1750.0,0,
39830,11212,2.0,100.0,600.0,2800.0,30.0,20,88.0
39831,10038,2.0,935.0,5610.0,26180.0,2618.0,0,
39832,10038,2.0,935.0,5610.0,26180.0,2618.0,0,
39840,11385,2.0,275.0,1650.0,7700.0,50.0,0,
39854,11215,2.0,350.0,2100.0,9800.0,50.0,7,100.0
39859,10036,2.0,275.0,1650.0,7700.0,110.0,18,83.0
39862,11373,2.0,165.0,990.0,4620.0,65.0,23,90.0
39866,10451,2.0,80.0,480.0,2240.0,65.0,24,97.0
39868,11218,2.0,120.0,720.0,3360.0,80.0,0,
39895,11220,2.0,145.0,870.0,4060.0,100.0,22,100.0
39902,10029,2.0,100.0,600.0,2800.0,60.0,1,100.0
39914,10022,2.0,290.0,1740.0,8120.0,120.0,15,81.0
39918,11206,2.0,185.0,1110.0,5180.0,80.0,3,100.0
39923,10065,2.0,239.0,1434.0,6692.0,0.0,20,94.0
39926,10025,2.0,350.0,2100.0,9800.0,100.0,2,90.0
39930,10012,2.0,1250.0,7500.0,35000.0,200.0,13,100.0
39933,10014,2.0,239.0,1434.0,6692.0,120.0,3,100.0
39936,10022,2.0,225.0,1350.0,6300.0,200.0,0,
39942,11215,2.0,250.0,1500.0,7000.0,50.0,2,100.0
39943,11238,2.0,179.0,1074.0,5012.0,60.0,12,98.0
39950,10011,2.0,425.0,2550.0,11900.0,100.0,12,100.0
39953,11385,2.0,150.0,900.0,4200.0,50.0,7,97.0
39962,11231,2.0,180.0,1080.0,5040.0,90.0,11,94.0
39977,,2.0,249.0,1494.0,6972.0,100.0,49,95.0
39979,10453,2.0,110.0,660.0,3080.0,60.0,20,96.0
39988,10009,2.0,375.0,2250.0,10500.0,100.0,13,100.0
39994,10003,2.0,299.0,1794.0,8372.0,100.0,20,84.0
39997,11211,2.0,200.0,1200.0,5600.0,120.0,19,96.0
40003,11222,2.0,107.0,642.0,2996.0,75.0,4,100.0
40008,10017,2.0,450.0,2700.0,12600.0,100.0,1,100.0
40028,10009,2.0,275.0,1650.0,7700.0,75.0,26,94.0
40052,11233,2.0,150.0,900.0,4200.0,75.0,15,99.0
40058,10009,2.0,199.0,1194.0,5572.0,557.2,2,80.0
40064,11103,2.0,199.0,1194.0,5572.0,50.0,18,95.0
40085,10022,2.0,500.0,3000.0,14000.0,200.0,0,
40086,10021,2.0,285.0,1710.0,7980.0,200.0,0,
40088,10022,2.0,318.0,1908.0,8904.0,200.0,0,
40089,11201,2.0,250.0,1500.0,7000.0,250.0,1,
40091,11233,2.0,80.0,480.0,2240.0,50.0,0,
40097,11221,2.0,192.0,1152.0,5376.0,60.0,2,80.0
40106,11249,2.0,329.0,1974.0,9212.0,150.0,1,100.0
40118,11225,2.0,110.0,660.0,3080.0,50.0,2,100.0
40143,11104,2.0,200.0,1200.0,5600.0,560.0,1,
40144,11211,2.0,189.0,1134.0,5292.0,60.0,3,93.0
40150,11221,2.0,110.0,660.0,3080.0,85.0,8,100.0
40157,11221,2.0,135.0,810.0,3780.0,80.0,3,100.0
40164,11201,2.0,250.0,1500.0,7000.0,700.0,0,
40165,11206,2.0,50.0,300.0,1400.0,140.0,6,100.0
40174,10036,2.0,385.0,2310.0,10780.0,250.0,0,
40179,10022,2.0,360.0,2160.0,10080.0,200.0,0,
40180,10019,2.0,330.0,1980.0,9240.0,200.0,0,
40214,10301,2.0,135.0,810.0,3780.0,40.0,37,92.0
40245,,2.0,150.0,900.0,4200.0,0.0,4,73.0
40255,11385,2.0,120.0,720.0,3360.0,60.0,3,100.0
40265,11221,2.0,250.0,1500.0,7000.0,150.0,11,98.0
40267,11221,2.0,245.0,1470.0,6860.0,100.0,1,100.0
40269,10454,2.0,132.0,792.0,3696.0,95.0,21,99.0
40281,10022,2.0,350.0,2100.0,9800.0,250.0,0,
40284,10016,2.0,300.0,1800.0,8400.0,250.0,0,
40285,11237,2.0,175.0,1050.0,4900.0,100.0,7,91.0
40326,10028,2.0,255.0,1530.0,7140.0,200.0,0,
40327,10021,2.0,395.0,2370.0,11060.0,200.0,0,
40329,10036,2.0,500.0,3000.0,14000.0,175.0,13,100.0
40330,10019,2.0,222.0,1332.0,6216.0,200.0,0,
40336,11238,2.0,125.0,750.0,3500.0,65.0,10,98.0
40338,10009,2.0,250.0,1500.0,7000.0,80.0,3,100.0
40360,11212,2.0,80.0,480.0,2240.0,40.0,1,20.0
40367,11238,2.0,110.0,660.0,3080.0,308.0,0,
40374,10034,2.0,195.0,1170.0,5460.0,49.0,3,100.0
40389,11226,2.0,100.0,600.0,2800.0,100.0,0,
40397,10005,2.0,175.0,1050.0,4900.0,200.0,1,100.0
40398,10019,2.0,255.0,1530.0,7140.0,110.0,18,91.0
40403,10012,2.0,300.0,1800.0,8400.0,100.0,25,97.0
40404,11233,2.0,180.0,1080.0,5040.0,0.0,12,100.0
40423,11211,2.0,250.0,1500.0,7000.0,100.0,3,93.0
40424,11205,2.0,115.0,690.0,3220.0,100.0,0,
40426,11221,2.0,89.0,534.0,2492.0,60.0,20,98.0
40428,11249,2.0,350.0,2100.0,9800.0,125.0,1,100.0
40444,10016,2.0,175.0,1050.0,4900.0,140.0,1,100.0
40454,11214,2.0,113.0,678.0,3164.0,100.0,16,98.0
40456,11208,2.0,100.0,600.0,2800.0,50.0,16,89.0
40459,10022,2.0,235.0,1410.0,6580.0,200.0,0,
40462,10019,2.0,475.0,2850.0,13300.0,250.0,0,
40464,10036,2.0,425.0,2550.0,11900.0,250.0,0,
40466,10036,2.0,350.0,2100.0,9800.0,250.0,0,
40467,10017,2.0,200.0,1200.0,5600.0,100.0,0,
40472,10016,2.0,270.0,1620.0,7560.0,175.0,0,
40475,11201,2.0,240.0,1440.0,6720.0,250.0,0,
40477,11419,2.0,150.0,900.0,4200.0,80.0,3,93.0
40479,10019,2.0,225.0,1350.0,6300.0,250.0,0,
40482,10003,2.0,253.0,1518.0,7084.0,200.0,0,
40485,10019,2.0,330.0,1980.0,9240.0,200.0,0,
40487,10016,2.0,350.0,2100.0,9800.0,250.0,0,
40488,11249,2.0,245.0,1470.0,6860.0,686.0,0,
40501,10036,2.0,135.0,810.0,3780.0,378.0,2,100.0
40510,10455,2.0,36.0,216.0,1008.0,0.0,0,
40511,10002,2.0,226.0,1356.0,6328.0,50.0,1,100.0
40513,11237,2.0,120.0,720.0,3360.0,336.0,4,100.0
40514,11221,2.0,126.0,756.0,3528.0,100.0,19,94.0
40520,10035,2.0,400.0,2400.0,11200.0,1120.0,0,
40521,10025,2.0,373.0,2238.0,10444.0,200.0,0,
40532,10025,2.0,275.0,1650.0,7700.0,150.0,0,
40543,11374,2.0,125.0,750.0,3500.0,100.0,3,93.0
40562,10035,2.0,199.0,1194.0,5572.0,125.0,5,95.0
40563,10005,2.0,220.0,1320.0,6160.0,115.0,31,99.0
40582,11211,2.0,160.0,960.0,4480.0,45.0,36,96.0
40591,10013,2.0,350.0,2100.0,9800.0,150.0,7,97.0
40596,11692,2.0,400.0,2400.0,11200.0,25.0,5,84.0
40600,11233,2.0,150.0,900.0,4200.0,120.0,2,100.0
40604,10035,2.0,150.0,900.0,4200.0,80.0,2,100.0
40610,10036,2.0,145.0,870.0,4060.0,135.0,14,84.0
40611,11356,2.0,100.0,600.0,2800.0,30.0,32,98.0
40617,10022,2.0,295.0,1770.0,8260.0,826.0,0,
40629,10036,2.0,390.0,2340.0,10920.0,100.0,28,97.0
40630,10013,2.0,200.0,1200.0,5600.0,60.0,16,91.0
40634,11233,2.0,148.0,888.0,4144.0,60.0,32,96.0
40639,11378,2.0,196.0,1176.0,5488.0,60.0,10,92.0
40640,10025,2.0,250.0,1500.0,7000.0,150.0,17,98.0
40641,10027,2.0,100.0,600.0,2800.0,280.0,1,
40643,10027,2.0,280.0,1680.0,7840.0,160.0,11,100.0
40655,10031,2.0,175.0,1050.0,4900.0,490.0,0,
40665,10011,2.0,353.0,2118.0,9884.0,190.0,14,97.0
40673,10009,2.0,450.0,2700.0,12600.0,0.0,17,100.0
40682,11207,2.0,138.0,828.0,3864.0,60.0,35,94.0
40697,11221,2.0,175.0,1050.0,4900.0,60.0,26,98.0
40699,,2.0,299.0,1794.0,8372.0,175.0,21,97.0
40722,11233,2.0,173.0,1038.0,4844.0,40.0,9,69.0
40724,11373,2.0,149.0,894.0,4172.0,80.0,3,100.0
40725,11236,2.0,55.0,330.0,1540.0,20.0,27,96.0
40741,11694,2.0,200.0,1200.0,5600.0,560.0,17,96.0
40742,11218,2.0,66.0,396.0,1848.0,85.0,13,88.0
40748,11228,2.0,170.0,1020.0,4760.0,50.0,7,97.0
40763,10039,2.0,60.0,360.0,1680.0,35.0,5,100.0
40778,11205,2.0,200.0,1200.0,5600.0,65.0,1,100.0
40780,10014,2.0,400.0,2400.0,11200.0,100.0,1,100.0
40783,11209,2.0,220.0,1320.0,6160.0,100.0,8,100.0
40789,10017,2.0,339.0,2034.0,9492.0,99.0,5,100.0
40791,10017,2.0,339.0,2034.0,9492.0,99.0,3,100.0
40793,11211,2.0,167.0,1002.0,4676.0,0.0,1,100.0
40798,11211,2.0,250.0,1500.0,7000.0,700.0,1,100.0
40800,10012,2.0,650.0,3900.0,18200.0,100.0,4,100.0
40822,11215,2.0,159.0,954.0,4452.0,50.0,6,100.0
40833,10003,2.0,225.0,1000.0,6300.0,100.0,2,100.0
40840,10019,2.0,265.0,1590.0,7420.0,90.0,27,90.0
40842,10009,2.0,180.0,1080.0,5040.0,100.0,32,91.0
40846,11221,2.0,140.0,840.0,3920.0,150.0,5,72.0
40850,10027,2.0,350.0,2100.0,9800.0,980.0,2,100.0
40853,10009,2.0,269.0,1614.0,7532.0,60.0,7,97.0
40854,11215,2.0,165.0,990.0,4620.0,120.0,30,99.0
40859,11215,2.0,130.0,780.0,3640.0,0.0,5,92.0
40864,11432,2.0,150.0,900.0,4200.0,75.0,11,90.0
40872,10013,2.0,1100.0,6600.0,30800.0,225.0,5,96.0
40876,11213,2.0,121.0,726.0,3388.0,70.0,16,89.0
40878,11102,2.0,120.0,720.0,3360.0,35.0,3,100.0
40879,10281,2.0,3750.0,22500.0,105000.0,10500.0,0,
40881,10002,2.0,299.0,1794.0,8372.0,837.2,2,100.0
40882,11221,2.0,115.0,690.0,3220.0,75.0,8,73.0
40889,10009,2.0,140.0,840.0,3920.0,0.0,13,95.0
40895,11222,2.0,199.0,1194.0,5572.0,149.0,10,90.0
40896,10032,2.0,97.0,582.0,2716.0,0.0,0,
40897,11210,2.0,65.0,390.0,1820.0,20.0,49,93.0
40903,10036,2.0,219.0,1314.0,6132.0,80.0,21,84.0
40914,11216,2.0,200.0,1200.0,5600.0,110.0,14,97.0
40921,10003,2.0,200.0,1200.0,5600.0,560.0,10,100.0
40924,11216,2.0,240.0,1440.0,6720.0,30.0,7,94.0
40928,10019,2.0,379.0,2274.0,10612.0,150.0,9,98.0
40934,10038,2.0,182.0,1092.0,5096.0,150.0,0,
40937,11221,2.0,129.0,774.0,3612.0,75.0,11,91.0
40941,11209,2.0,150.0,900.0,4200.0,50.0,0,
40947,11217,2.0,285.0,1710.0,7980.0,130.0,14,96.0
40949,11205,2.0,250.0,1500.0,7000.0,70.0,18,96.0
40967,11226.0,2.0,50.0,300.0,1400.0,15.0,0,
40969,11233.0,2.0,159.0,954.0,4452.0,155.0,10,94.0
40986,11372.0,2.0,185.0,1110.0,5180.0,120.0,8,100.0
40987,10019.0,2.0,265.0,1590.0,7420.0,250.0,1,100.0
41008,10002.0,2.0,200.0,1200.0,5600.0,80.0,12,98.0
41012,11208.0,2.0,125.0,750.0,3500.0,75.0,22,99.0
41019,11206.0,2.0,80.0,480.0,2240.0,224.0,5,100.0
41020,11220.0,2.0,136.0,816.0,3808.0,0.0,13,92.0
41026,10017.0,2.0,300.0,1800.0,8400.0,840.0,0,
41044,10019.0,2.0,265.0,1590.0,7420.0,250.0,0,
41045,11201.0,2.0,295.0,1770.0,8260.0,100.0,19,100.0
41064,11375.0,2.0,300.0,1800.0,8400.0,840.0,0,
41066,10018.0,2.0,180.0,1080.0,5040.0,75.0,15,89.0
41068,10075.0,2.0,300.0,1800.0,8400.0,45.0,4,100.0
41069,11221.0,2.0,110.0,660.0,3080.0,25.0,2,100.0
41077,10044.0,2.0,219.0,1314.0,6132.0,90.0,9,95.0
41088,10003.0,2.0,287.0,1722.0,8036.0,100.0,29,96.0
41092,10462.0,2.0,50.0,300.0,1400.0,25.0,12,95.0
41102,10012.0,2.0,375.0,2250.0,10500.0,60.0,11,100.0
41122,11434.0,2.0,125.0,750.0,3500.0,25.0,2,100.0
41125,10038.0,2.0,167.0,1002.0,4676.0,122.0,0,
41134,11231.0,2.0,210.0,1260.0,5880.0,160.0,6,100.0
41153,11226.0,2.0,140.0,840.0,3920.0,392.0,4,100.0
41156,11211.0,2.0,125.0,750.0,3500.0,40.0,13,95.0
41180,10022.0,2.0,150.0,900.0,4200.0,150.0,0,
41185,10016.0,2.0,266.0,1596.0,7448.0,250.0,0,
41193,10026.0,2.0,224.0,1344.0,6272.0,150.0,19,95.0
41196,11377.0,2.0,150.0,900.0,4200.0,50.0,15,93.0
41200,11231.0,2.0,250.0,1500.0,7000.0,125.0,17,99.0
41206,10022.0,2.0,275.0,1650.0,7700.0,200.0,1,100.0
41207,10016.0,2.0,190.0,1140.0,5320.0,180.0,0,
41211,10023.0,2.0,300.0,1800.0,8400.0,200.0,0,
41221,10038.0,2.0,167.0,1002.0,4676.0,150.0,0,
41226,11233.0,2.0,110.0,660.0,3080.0,100.0,0,
41230,11412.0,2.0,125.0,750.0,3500.0,125.0,10,96.0
41232,11102.0,2.0,130.0,780.0,3640.0,70.0,3,87.0
41233,11105.0,2.0,145.0,870.0,4060.0,60.0,2,60.0
41242,11211.0,2.0,144.0,864.0,4032.0,60.0,1,80.0
41245,10016.0,2.0,349.0,2094.0,9772.0,175.0,18,99.0
41248,10037.0,2.0,199.0,1194.0,5572.0,39.0,5,84.0
41249,10027.0,2.0,189.0,1134.0,5292.0,150.0,5,100.0
41255,11105.0,2.0,140.0,840.0,3920.0,60.0,4,70.0
41258,11105.0,2.0,135.0,810.0,3780.0,60.0,4,90.0
41263,11436.0,2.0,100.0,600.0,2800.0,280.0,1,20.0
41280,11215.0,2.0,150.0,900.0,4200.0,0.0,0,
41291,11249.0,2.0,200.0,1200.0,5600.0,60.0,16,98.0
41297,11203.0,2.0,75.0,450.0,2100.0,30.0,6,97.0
41304,11368.0,2.0,139.0,834.0,3892.0,389.20000000000005,0,
41306,10017.0,2.0,210.0,1260.0,5880.0,35.0,4,100.0
41307,10012.0,2.0,600.0,3600.0,16800.0,165.0,6,93.0
41315,10010.0,2.0,400.0,2400.0,11200.0,125.0,5,100.0
41324,10019.0,2.0,350.0,2100.0,9800.0,980.0,0,
41327,10454.0,2.0,120.0,400.0,3360.0,75.0,6,93.0
41333,10025.0,2.0,99.0,594.0,2772.0,30.0,23,89.0
41349,11222.0,2.0,177.0,1062.0,4956.0,120.0,9,98.0
41354,10016.0,2.0,199.0,1194.0,5572.0,557.2,1,
41362,10019.0,2.0,280.0,1680.0,7840.0,85.0,14,86.0
41400,11221.0,2.0,119.0,714.0,3332.0,75.0,6,80.0
41416,11101.0,2.0,75.0,450.0,2100.0,50.0,1,
41419,10019.0,2.0,394.0,2364.0,11032.0,150.0,5,96.0
41430,10036.0,2.0,269.0,1614.0,7532.0,95.0,29,91.0
41433,11231.0,2.0,200.0,1200.0,5600.0,160.0,2,100.0
41437,10019.0,2.0,220.0,1320.0,6160.0,175.0,0,
41445,10029.0,2.0,400.0,2400.0,11200.0,100.0,1,80.0
41454,11385.0,2.0,195.0,1170.0,5460.0,25.0,54,92.0
41464,11101.0,2.0,750.0,4500.0,21000.0,100.0,1,100.0
41467,10001.0,2.0,210.0,1260.0,5880.0,99.0,2,100.0
41476,10009.0,2.0,250.0,1500.0,7000.0,80.0,4,100.0
41484,11237.0,2.0,90.0,540.0,2520.0,50.0,5,96.0
41494,11369.0,2.0,129.0,774.0,3612.0,40.0,31,98.0
41510,10019.0,2.0,300.0,1800.0,8400.0,250.0,0,
41518,10036.0,2.0,395.0,2370.0,11060.0,110.0,27,98.0
41523,11369.0,2.0,110.0,660.0,3080.0,35.0,43,93.0
41553,10270.0,2.0,479.0,2874.0,13412.0,1341.2,0,
41556,11225.0,2.0,120.0,720.0,3360.0,120.0,22,95.0
41562,10038.0,2.0,499.0,2994.0,13972.0,200.0,0,
41564,10016.0,2.0,150.0,900.0,4200.0,0.0,6,93.0
41571,11217.0,2.0,150.0,900.0,4200.0,50.0,15,97.0
41573,10016.0,2.0,185.0,1110.0,5180.0,180.0,0,
41580,11434.0,2.0,65.0,390.0,1820.0,50.0,19,92.0
41582,10467.0,2.0,285.0,1710.0,7980.0,128.0,12,95.0
41608,10001.0,2.0,150.0,900.0,4200.0,50.0,6,93.0
41612,11374.0,2.0,89.0,534.0,2492.0,45.0,22,91.0
41619,11103.0,2.0,165.0,990.0,4620.0,200.0,0,
41622,10022.0,2.0,254.0,1524.0,7112.0,85.0,3,93.0
41623,11217.0,2.0,325.0,1950.0,9100.0,100.0,3,100.0
41628,11221.0,2.0,143.0,858.0,4004.0,30.0,3,90.0
41641,10019.0,2.0,179.0,1074.0,5012.0,100.0,4,100.0
41649,,2.0,380.0,2280.0,10640.0,100.0,1,100.0
41656,10038.0,2.0,271.0,1626.0,7588.0,150.0,0,
41658,10038.0,2.0,185.0,1110.0,5180.0,150.0,0,
41659,10035.0,2.0,80.0,575.0,2100.0,200.0,0,
41666,11225.0,2.0,99.0,594.0,2772.0,29.0,16,98.0
41668,11211.0,2.0,275.0,1650.0,7700.0,770.0,1,100.0
41706,11221.0,2.0,140.0,840.0,3920.0,80.0,5,88.0
41716,10014.0,2.0,375.0,2250.0,10500.0,85.0,3,100.0
41720,11434.0,2.0,80.0,480.0,2240.0,100.0,2,70.0
41726,10019.0,2.0,250.0,1500.0,7000.0,700.0,3,100.0
41734,10027.0,2.0,225.0,1350.0,6300.0,160.0,5,100.0
41740,11205.0,2.0,350.0,2100.0,9800.0,100.0,5,100.0
41745,10003.0,2.0,255.0,1530.0,7140.0,150.0,0,
41758,11417.0,2.0,75.0,450.0,2100.0,85.0,7,89.0
41762,11237.0,2.0,180.0,1080.0,5040.0,75.0,2,100.0
41765,11207.0,2.0,130.0,780.0,3640.0,45.0,5,96.0
41770,10033.0,2.0,189.0,1134.0,5292.0,160.0,10,98.0
41772,11434.0,2.0,83.0,498.0,2324.0,25.0,15,96.0
41778,11378.0,2.0,150.0,900.0,4200.0,75.0,12,90.0
41779,11215.0,2.0,200.0,1200.0,5600.0,75.0,17,95.0
41827,10032.0,2.0,149.0,894.0,4172.0,195.0,6,75.0
41829,11206.0,2.0,115.0,690.0,3220.0,47.0,4,100.0
41834,11249.0,2.0,250.0,1500.0,7000.0,50.0,1,100.0
41838,11212.0,2.0,65.0,390.0,1820.0,50.0,2,100.0
41846,10016.0,2.0,350.0,2100.0,9800.0,250.0,0,
41847,10019.0,2.0,265.0,1590.0,7420.0,250.0,0,
41869,11230.0,2.0,149.0,894.0,4172.0,89.0,9,100.0
41876,11238.0,2.0,215.0,1290.0,6020.0,0.0,10,98.0
41881,11216.0,2.0,350.0,2100.0,9800.0,60.0,8,83.0
41888,11206.0,2.0,10.0,60.0,280.0,50.0,3,100.0
41896,11233.0,2.0,40.0,240.0,1120.0,112.0,2,100.0
41925,11238.0,2.0,200.0,1200.0,5600.0,25.0,12,95.0
41936,11236.0,2.0,250.0,1500.0,7000.0,60.0,0,
41943,11379.0,2.0,70.0,420.0,1960.0,30.0,6,93.0
41945,10036.0,2.0,320.0,1920.0,8960.0,100.0,16,99.0
41949,,2.0,590.0,3540.0,16520.0,190.0,21,98.0
41955,10009.0,2.0,650.0,3900.0,18200.0,200.0,9,93.0
41956,10036.0,2.0,350.0,2100.0,9800.0,100.0,21,96.0
41958,11213.0,2.0,180.0,1080.0,5040.0,100.0,6,100.0
41962,11232.0,2.0,100.0,600.0,2800.0,75.0,7,90.0
41963,11210.0,2.0,115.0,690.0,3220.0,80.0,8,95.0
41970,10036.0,2.0,269.0,1614.0,7532.0,55.0,20,97.0
41980,10014.0,2.0,300.0,1800.0,8400.0,70.0,1,100.0
41981,11105.0,2.0,108.0,648.0,3024.0,60.0,3,100.0
41985,11238.0,2.0,200.0,1200.0,5600.0,560.0,1,100.0
41987,11211.0,2.0,274.0,1644.0,7672.0,767.2,1,100.0
41988,11221.0,2.0,110.0,660.0,3080.0,55.0,9,95.0
41992,10009.0,2.0,250.0,1500.0,7000.0,700.0,1,
41997,11216.0,2.0,175.0,1050.0,4900.0,50.0,3,100.0
42008,11222.0,2.0,400.0,2400.0,11200.0,1120.0,17,89.0
42011,10011.0,2.0,449.0,2694.0,12572.0,150.0,2,100.0
42021,11434.0,2.0,99.0,594.0,2772.0,15.0,37,95.0
42023,11106.0,2.0,180.0,1080.0,5040.0,100.0,0,
42024,11206.0,2.0,150.0,900.0,4200.0,200.0,1,100.0
42027,11106.0,2.0,134.0,804.0,3752.0,69.0,6,73.0
42029,11106.0,2.0,134.0,804.0,3752.0,69.0,2,100.0
42042,11222.0,2.0,175.0,1050.0,4900.0,150.0,13,100.0
42050,10019.0,2.0,205.0,1230.0,5740.0,125.0,0,
42051,10021.0,2.0,300.0,1800.0,8400.0,100.0,5,96.0
42053,11370.0,2.0,150.0,900.0,4200.0,50.0,32,100.0
42060,10019.0,2.0,250.0,1500.0,7000.0,150.0,12,93.0
42066,10016.0,2.0,500.0,3000.0,14000.0,150.0,1,60.0
42081,11217.0,2.0,98.0,588.0,2744.0,40.0,7,100.0
42097,11104.0,2.0,80.0,480.0,2240.0,150.0,1,100.0
42100,11385.0,2.0,160.0,960.0,4480.0,100.0,4,95.0
42104,10011.0,2.0,400.0,2400.0,11200.0,250.0,0,
42113,10017.0,2.0,449.0,2694.0,12572.0,150.0,14,99.0
42115,11378.0,2.0,150.0,900.0,4200.0,75.0,2,100.0
42121,11213.0,2.0,190.0,1140.0,5320.0,100.0,6,100.0
42127,10303.0,2.0,71.0,426.0,1988.0,40.0,2,100.0
42128,11249.0,2.0,150.0,900.0,4200.0,420.0,1,100.0
42139,11412.0,2.0,120.0,720.0,3360.0,40.0,15,93.0
42156,,2.0,295.0,1770.0,8260.0,130.0,20,96.0
42157,11231.0,2.0,750.0,4500.0,21000.0,150.0,2,100.0
42162,,2.0,293.0,1758.0,8204.0,130.0,27,96.0
42166,10030.0,2.0,225.0,1150.0,2400.0,150.0,0,
42167,11218.0,2.0,120.0,720.0,3360.0,0.0,3,100.0
42173,10003.0,2.0,255.0,1530.0,7140.0,125.0,6,100.0
42176,10017.0,2.0,389.0,2334.0,10892.0,150.0,7,97.0
42188,10065.0,2.0,167.0,1002.0,4676.0,115.0,1,60.0
42197,10001.0,2.0,600.0,3600.0,16800.0,200.0,10,94.0
42206,10027.0,2.0,150.0,900.0,4200.0,75.0,2,90.0
42216,10016.0,2.0,195.0,1170.0,5460.0,180.0,0,
42220,10032.0,2.0,65.0,390.0,1820.0,100.0,0,
42238,10022.0,2.0,340.0,2040.0,9520.0,200.0,0,
42249,11215.0,2.0,195.0,1170.0,5460.0,69.0,5,100.0
