,zipcode,bedrooms,price,weekly_price,monthly_price,cleaning_fee,number_of_reviews,review_scores_rating
10214,11217,2.0,149.0,894.0,4172.0,100.0,1,80.0
10217,11206,2.0,60.0,360.0,1680.0,168.0,0,
10244,11216,2.0,135.0,810.0,3780.0,115.0,149,93.0
10247,11206,2.0,100.0,550.0,2800.0,40.0,14,88.0
10253,10011,2.0,599.0,3594.0,16772.0,1677.2,0,
10254,10019,2.0,289.0,1734.0,8092.0,150.0,22,95.0
10255,10025,2.0,165.0,990.0,4620.0,60.0,5,100.0
10258,10036,2.0,250.0,1400.0,5000.0,0.0,17,80.0
10261,10032,2.0,165.0,900.0,3500.0,75.0,1,
10262,11231,2.0,450.0,2700.0,8000.0,125.0,6,90.0
10271,10011,2.0,500.0,3000.0,14000.0,185.0,11,97.0
10274,11231,2.0,200.0,1200.0,5600.0,75.0,28,83.0
10279,10034,2.0,145.0,870.0,4060.0,75.0,9,98.0
10285,10012,2.0,375.0,2600.0,8500.0,100.0,0,
10291,11217,2.0,150.0,900.0,4200.0,50.0,0,
10294,11222,2.0,130.0,780.0,3640.0,15.0,3,100.0
10299,10034,2.0,175.0,800.0,2700.0,100.0,0,
10302,11217,2.0,225.0,1435.0,5600.0,100.0,107,99.0
10306,11231,2.0,450.0,2700.0,12600.0,150.0,4,100.0
10315,11211,2.0,299.0,1794.0,8372.0,95.0,18,100.0
10327,11221,2.0,105.0,630.0,2940.0,294.0,2,100.0
10329,10031,2.0,500.0,3000.0,9500.0,950.0,0,
10335,10065,2.0,120.0,720.0,3360.0,336.0,5,90.0
10337,11221,2.0,195.0,1300.0,5460.0,60.0,0,
10339,10014,2.0,300.0,2000.0,8400.0,88.0,10,90.0
10340,10040,2.0,115.0,690.0,3600.0,50.0,2,100.0
10348,10024,2.0,200.0,1200.0,5600.0,560.0,0,
10349,10002,2.0,200.0,1200.0,5600.0,55.0,18,94.0
10358,11201,2.0,148.0,1425.0,5280.0,50.0,264,95.0
10363,11238,2.0,225.0,1350.0,6300.0,80.0,129,97.0
10373,11221,2.0,105.0,800.0,3300.0,120.0,9,91.0
10382,10024,2.0,180.0,1080.0,5040.0,80.0,12,95.0
10384,10033,2.0,250.0,550.0,1700.0,20.0,11,98.0
10385,11215,2.0,125.0,750.0,3500.0,50.0,11,98.0
10403,11373,2.0,135.0,810.0,3780.0,60.0,123,99.0
10413,10011,2.0,170.0,1020.0,4760.0,150.0,12,87.0
10414,10024,2.0,200.0,1200.0,5600.0,150.0,0,
10416,10003,2.0,480.0,2000.0,13440.0,80.0,2,90.0
10419,10003,2.0,299.0,1794.0,8372.0,100.0,55,85.0
10434,10009,2.0,300.0,1800.0,8400.0,840.0,1,
10436,10013,2.0,500.0,3000.0,14000.0,100.0,23,98.0
10452,10021,2.0,300.0,1800.0,8400.0,50.0,1,100.0
10463,10002,2.0,159.0,1290.0,4452.0,445.20000000000005,4,100.0
10481,10459,2.0,120.0,720.0,3360.0,0.0,122,89.0
10492,10011,2.0,288.0,1728.0,8064.0,75.0,14,94.0
10497,10031,2.0,78.0,411.0,1449.0,20.0,2,100.0
10516,10005,2.0,200.0,1200.0,5600.0,75.0,6,90.0
10522,10029,2.0,174.0,1044.0,4872.0,55.0,16,96.0
10525,11237,2.0,98.0,625.0,2400.0,240.0,1,100.0
10542,11238,2.0,75.0,450.0,2100.0,60.0,4,100.0
10555,10009,2.0,289.0,1734.0,8092.0,100.0,97,95.0
10556,11211,2.0,269.0,2000.0,7532.0,753.2,1,100.0
10566,10038,2.0,349.0,459.0,9772.0,0.0,15,95.0
10576,11211,2.0,109.0,1425.0,4500.0,125.0,21,98.0
10584,10009,2.0,250.0,1500.0,7000.0,30.0,21,93.0
10586,10002,2.0,450.0,2700.0,12600.0,81.0,1,80.0
10587,11222,2.0,120.0,720.0,3360.0,60.0,6,97.0
10593,11215,2.0,165.0,990.0,4620.0,80.0,160,99.0
10603,11221,2.0,130.0,750.0,2800.0,80.0,92,95.0
10604,11385,2.0,100.0,600.0,2800.0,50.0,27,95.0
10605,11233,2.0,135.0,810.0,3780.0,20.0,6,93.0
10610,10128,2.0,595.0,1900.0,16660.0,200.0,25,99.0
10611,11215,2.0,129.0,1450.0,3612.0,85.0,2,100.0
10618,11216,2.0,150.0,940.0,3110.0,100.0,1,100.0
10637,11206,2.0,150.0,1172.0,4137.0,150.0,171,88.0
10643,11221,2.0,67.0,675.0,2497.0,135.0,131,93.0
10647,11211,2.0,199.0,1194.0,5572.0,557.2,4,95.0
10650,11211,2.0,125.0,750.0,3500.0,350.0,0,
10658,10010,2.0,200.0,950.0,5600.0,560.0,0,
10671,10036,2.0,499.0,2994.0,13972.0,150.0,131,97.0
10673,11215,2.0,150.0,800.0,4200.0,75.0,4,100.0
10675,11211,2.0,250.0,1200.0,4500.0,100.0,1,100.0
10677,11218,2.0,200.0,1200.0,5600.0,0.0,24,91.0
10682,11215,2.0,145.0,870.0,4060.0,50.0,4,100.0
10693,10009,2.0,250.0,1500.0,7000.0,40.0,0,
10706,11104,2.0,55.0,330.0,1540.0,0.0,2,100.0
10710,10027,2.0,185.0,1110.0,5180.0,100.0,12,100.0
10720,11375,2.0,150.0,900.0,4200.0,25.0,24,88.0
10725,10032,2.0,120.0,750.0,3000.0,120.0,3,100.0
10726,10002,2.0,150.0,900.0,4200.0,420.0,0,
10739,10036,2.0,200.0,1200.0,5600.0,560.0,177,91.0
10754,11213,2.0,190.0,1140.0,5320.0,100.0,63,95.0
10759,10024,2.0,200.0,1200.0,3500.0,100.0,12,89.0
10765,11105,2.0,122.0,1200.0,3416.0,65.0,92,97.0
10766,11237,2.0,180.0,1000.0,5040.0,20.0,29,96.0
10779,11238,2.0,120.0,720.0,3360.0,30.0,4,100.0
10782,11218,2.0,45.0,700.0,2300.0,29.0,38,92.0
10791,11238,2.0,175.0,1050.0,4900.0,70.0,5,96.0
10792,11215,2.0,135.0,810.0,3780.0,40.0,3,80.0
10798,11222,2.0,180.0,1080.0,5040.0,90.0,14,91.0
10805,10027,2.0,125.0,1000.0,3500.0,100.0,1,100.0
10813,11221,2.0,85.0,1300.0,2380.0,70.0,157,95.0
10814,11385,2.0,125.0,750.0,3500.0,30.0,102,90.0
10816,11215,2.0,175.0,1400.0,4100.0,200.0,0,
10817,10009,2.0,140.0,825.0,3920.0,392.0,0,
10832,10025,2.0,250.0,1500.0,7000.0,70.0,18,89.0
10834,10001,2.0,700.0,4200.0,19600.0,100.0,1,100.0
10849,11249,2.0,370.0,2220.0,10360.0,85.0,108,99.0
10856,11102,2.0,100.0,600.0,2800.0,40.0,5,100.0
10871,10009,2.0,250.0,1800.0,7000.0,80.0,11,95.0
10880,11106,2.0,60.0,360.0,1680.0,40.0,160,80.0
10883,11203,2.0,199.0,1050.0,3500.0,50.0,6,96.0
10900,11233,2.0,155.0,875.0,3000.0,90.0,112,97.0
10908,10011,2.0,475.0,2850.0,13300.0,85.0,189,98.0
10912,11238,2.0,150.0,1200.0,3500.0,150.0,9,93.0
10923,10003,2.0,180.0,1000.0,5040.0,100.0,2,90.0
10945,11102,2.0,175.0,1050.0,4900.0,70.0,7,94.0
10948,11215,2.0,128.0,875.0,3584.0,90.0,7,100.0
10949,11216,2.0,150.0,700.0,2500.0,175.0,8,95.0
10950,11233,2.0,100.0,1000.0,3500.0,100.0,107,91.0
10959,10280,2.0,200.0,1250.0,5250.0,525.0,0,
10972,11205,2.0,190.0,650.0,5320.0,125.0,87,99.0
10978,11206,2.0,200.0,550.0,1500.0,20.0,1,
10981,11221,2.0,99.0,594.0,2772.0,99.0,85,94.0
10984,10033,2.0,112.0,675.0,3136.0,313.6,1,100.0
10996,10014,2.0,350.0,2200.0,9800.0,100.0,0,
11005,11373,2.0,150.0,875.0,3300.0,100.0,2,
11027,11231,2.0,200.0,1200.0,5600.0,560.0,3,80.0
11029,10019,2.0,300.0,1800.0,8400.0,840.0,4,85.0
11044,11225,2.0,198.0,1188.0,5544.0,30.0,4,100.0
11045,11201,2.0,180.0,1080.0,5040.0,100.0,17,100.0
11049,10019,2.0,300.0,1800.0,8400.0,150.0,12,92.0
11063,11222,2.0,104.0,650.0,2184.0,50.0,0,
11065,10029,2.0,195.0,1428.0,5040.0,100.0,94,81.0
11073,11217,2.0,140.0,840.0,3920.0,50.0,1,60.0
11083,10033,2.0,90.0,565.0,2300.0,90.0,3,80.0
11084,10011,2.0,175.0,1050.0,4900.0,100.0,2,90.0
11098,11238,2.0,160.0,960.0,4480.0,448.0,37,98.0
11107,11106,2.0,289.0,1734.0,8092.0,109.0,151,99.0
11110,11249,2.0,761.0,4566.0,21308.0,125.0,24,98.0
11115,11205,2.0,165.0,950.0,3499.0,100.0,102,94.0
11117,10019,2.0,320.0,1920.0,8960.0,97.0,135,82.0
11124,11233,2.0,175.0,1050.0,4900.0,70.0,89,95.0
11139,11206,2.0,200.0,1200.0,5600.0,100.0,0,
11151,10025,2.0,200.0,1200.0,5600.0,560.0,0,
11152,11230,2.0,90.0,540.0,2520.0,252.0,3,100.0
11153,10027,2.0,173.0,1200.0,3250.0,150.0,10,100.0
11164,10021,2.0,150.0,900.0,4200.0,420.0,0,
11166,10023,2.0,374.0,2244.0,10472.0,200.0,16,95.0
11180,11238,2.0,165.0,1250.0,2890.0,70.0,28,93.0
11183,10013,2.0,500.0,5000.0,14000.0,150.0,44,98.0
11192,10011,2.0,399.0,2394.0,11172.0,100.0,61,98.0
11194,10011,2.0,490.0,4000.0,9000.0,150.0,1,100.0
11200,10011,2.0,800.0,4800.0,22400.0,2240.0,21,99.0
11206,11102,2.0,101.0,606.0,2828.0,50.0,166,85.0
11212,11221,2.0,75.0,250.0,2100.0,210.0,4,100.0
11221,11249,2.0,500.0,3000.0,14000.0,120.0,36,98.0
11239,10009,2.0,295.0,1800.0,6000.0,110.0,52,92.0
11244,10003,2.0,275.0,1650.0,4200.0,150.0,5,75.0
11260,10022,2.0,299.0,1794.0,8372.0,30.0,7,77.0
11264,10025,2.0,195.0,1125.0,3300.0,30.0,0,
11267,10026,2.0,240.0,1440.0,6720.0,672.0,2,80.0
11272,10454,2.0,90.0,540.0,2520.0,70.0,135,95.0
11278,11216,2.0,135.0,999.0,3500.0,175.0,102,91.0
11281,10033,2.0,225.0,950.0,6300.0,50.0,2,100.0
11285,11211,2.0,210.0,1260.0,5880.0,75.0,2,100.0
11289,10011,2.0,175.0,1100.0,4900.0,490.0,6,87.0
11297,10030,2.0,175.0,870.0,3100.0,100.0,2,100.0
11299,11103,2.0,100.0,1200.0,4000.0,150.0,60,97.0
11302,11249,2.0,220.0,1320.0,3400.0,340.0,0,
11303,11692,2.0,200.0,1100.0,5600.0,50.0,69,99.0
11330,11211,2.0,220.0,1400.0,6160.0,100.0,5,95.0
11346,11231,2.0,356.0,2118.0,5476.0,200.0,3,100.0
11352,11205,2.0,160.0,1100.0,4480.0,35.0,14,96.0
11385,11205,2.0,200.0,1500.0,5500.0,100.0,101,99.0
11389,11217,2.0,164.0,976.0,4592.0,200.0,0,
11396,11231,2.0,140.0,840.0,3920.0,50.0,3,87.0
11401,11434,2.0,100.0,625.0,2800.0,35.0,10,78.0
11403,11209,2.0,135.0,810.0,3780.0,378.0,0,
11405,10019,2.0,335.0,2010.0,13030.0,100.0,0,
11421,11238,2.0,135.0,850.0,3780.0,60.0,2,90.0
11422,10021,2.0,115.0,690.0,3400.0,150.0,11,89.0
11423,11211,2.0,150.0,428.0,4200.0,80.0,2,100.0
11427,10031,2.0,180.0,1080.0,5040.0,100.0,85,94.0
11439,10001,2.0,400.0,1000.0,4000.0,200.0,14,98.0
11450,11211,2.0,115.0,690.0,1850.0,75.0,0,
11453,11377,2.0,450.0,2700.0,12600.0,1260.0,0,
11468,10014,2.0,375.0,2250.0,10500.0,150.0,17,94.0
11474,10023,2.0,250.0,1550.0,7000.0,100.0,3,93.0
11491,11238,2.0,150.0,1000.0,3500.0,50.0,23,98.0
11493,10002,2.0,300.0,1600.0,6200.0,200.0,27,92.0
11524,10029,2.0,295.0,1750.0,7500.0,125.0,32,90.0
11527,11215,2.0,130.0,1350.0,3640.0,50.0,5,92.0
11536,11221,2.0,132.0,400.0,1500.0,50.0,81,96.0
11537,11211,2.0,175.0,1500.0,4000.0,100.0,8,100.0
11548,11221,2.0,85.0,525.0,2000.0,200.0,2,100.0
11560,11101,2.0,190.0,1140.0,5320.0,100.0,106,98.0
11569,10010,2.0,325.0,1950.0,9100.0,99.0,121,93.0
11586,11365,2.0,100.0,600.0,2800.0,100.0,53,94.0
11589,11221,2.0,75.0,450.0,2100.0,100.0,122,85.0
11606,11211,2.0,90.0,545.0,2520.0,80.0,12,96.0
11613,11226,2.0,97.0,820.0,3500.0,55.0,88,93.0
11615,10036,2.0,245.0,1470.0,4000.0,100.0,49,81.0
11617,11233,2.0,280.0,1680.0,7840.0,784.0,1,100.0
11620,11201,2.0,150.0,900.0,4200.0,30.0,0,
11623,10011,2.0,129.0,774.0,3612.0,150.0,6,96.0
11629,11237,2.0,120.0,720.0,3360.0,100.0,51,100.0
11631,11221,2.0,180.0,1080.0,5040.0,45.0,1,80.0
11634,10009,2.0,200.0,1200.0,5600.0,100.0,86,84.0
11637,10009,2.0,200.0,1200.0,5600.0,560.0,3,87.0
11658,10128,2.0,100.0,600.0,2800.0,280.0,1,100.0
11665,11213,2.0,182.0,1092.0,5096.0,97.0,137,98.0
11668,10026,2.0,200.0,1200.0,5600.0,25.0,92,90.0
11670,11225,2.0,110.0,660.0,3080.0,15.0,5,100.0
11696,11211,2.0,190.0,1100.0,4000.0,400.0,1,100.0
11702,11206,2.0,325.0,1950.0,9100.0,100.0,6,97.0
11706,11221,2.0,200.0,1325.0,5000.0,80.0,132,97.0
11707,10009,2.0,180.0,1080.0,5040.0,65.0,134,91.0
11720,11216,2.0,200.0,1200.0,5600.0,560.0,0,
11727,10018,2.0,190.0,1140.0,4410.0,441.0,4,100.0
11737,11221,2.0,96.0,576.0,2688.0,268.8,0,
11745,10002,2.0,208.0,1248.0,5824.0,88.0,1,100.0
11761,10014,2.0,194.0,1164.0,5432.0,80.0,117,94.0
11764,10023,2.0,400.0,2400.0,11200.0,125.0,0,
11768,11216,2.0,200.0,1200.0,5600.0,100.0,1,100.0
11769,10003,2.0,700.0,4200.0,19600.0,120.0,25,98.0
11775,10012,2.0,240.0,1440.0,6720.0,68.0,71,81.0
11780,11216,2.0,139.0,950.0,2200.0,65.0,77,92.0
11784,11385,2.0,170.0,649.0,4760.0,50.0,6,100.0
11786,11215,2.0,250.0,1800.0,7000.0,100.0,14,97.0
11803,10308,2.0,99.0,594.0,2772.0,10.0,71,100.0
11809,10036,2.0,70.0,420.0,1960.0,5.0,11,88.0
11815,11222,2.0,100.0,600.0,2800.0,80.0,26,94.0
11829,11211,2.0,164.0,650.0,2000.0,75.0,10,92.0
11830,11225,2.0,250.0,1500.0,7000.0,25.0,6,92.0
11833,11213,2.0,205.0,1400.0,6000.0,50.0,73,95.0
11835,11206,2.0,250.0,1500.0,7000.0,60.0,0,
11838,11221,2.0,155.0,775.0,2500.0,85.0,162,96.0
11849,11215,2.0,300.0,1650.0,8400.0,80.0,57,94.0
11853,11213,2.0,60.0,450.0,1400.0,50.0,30,95.0
11856,11233,2.0,135.0,810.0,3780.0,85.0,105,98.0
11867,11217,2.0,200.0,1200.0,5600.0,20.0,55,97.0
11870,10003,2.0,250.0,1500.0,7000.0,85.0,1,100.0
11873,11238,2.0,160.0,1100.0,4480.0,100.0,5,100.0
11890,10003,2.0,239.0,1434.0,6692.0,90.0,2,80.0
11897,11232,2.0,69.0,650.0,2500.0,50.0,9,85.0
11900,11105,2.0,109.0,300.0,1250.0,40.0,182,95.0
11907,10016,2.0,500.0,3000.0,14000.0,50.0,1,100.0
11924,11237,2.0,82.0,492.0,2296.0,12.0,7,100.0
11953,10036,2.0,360.0,2160.0,10080.0,150.0,13,92.0
11965,11213,2.0,160.0,800.0,4480.0,448.0,1,100.0
11969,11374,2.0,90.0,540.0,2520.0,50.0,3,100.0
11977,11216,2.0,80.0,350.0,1300.0,100.0,35,92.0
11979,10018,2.0,235.0,1410.0,6580.0,658.0,20,89.0
11990,10011,2.0,250.0,1500.0,7000.0,100.0,0,
11992,11221,2.0,95.0,600.0,2250.0,95.0,3,90.0
12007,10040,2.0,239.0,1434.0,6692.0,669.2,27,95.0
12010,10002,2.0,400.0,2400.0,11200.0,150.0,8,87.0
12020,11210,2.0,55.0,330.0,1540.0,30.0,36,94.0
12023,10002,2.0,250.0,2000.0,4900.0,140.0,8,100.0
12047,10009,2.0,250.0,1550.0,7000.0,50.0,2,100.0
12060,10028,2.0,650.0,3900.0,18200.0,1820.0,0,
12061,10002,2.0,200.0,1200.0,5600.0,560.0,4,85.0
12064,10013,2.0,418.0,2508.0,11704.0,78.0,162,95.0
12073,11233,2.0,175.0,1050.0,3950.0,50.0,56,98.0
12078,11201,2.0,195.0,960.0,5460.0,546.0,87,97.0
12079,10023,2.0,220.0,1320.0,6160.0,616.0,2,100.0
12093,,2.0,200.0,1200.0,5600.0,560.0,0,
12107,11215,2.0,170.0,1020.0,4709.0,470.90000000000003,0,
12126,11222,2.0,228.0,1368.0,6384.0,638.4000000000001,0,
12135,11211,2.0,450.0,2700.0,12600.0,130.0,66,99.0
12137,11222,2.0,122.0,732.0,3416.0,80.0,3,90.0
12142,10009,2.0,150.0,900.0,4200.0,420.0,2,100.0
12173,10301,2.0,185.0,1100.0,4300.0,50.0,90,97.0
12184,11201,2.0,250.0,1500.0,4500.0,100.0,6,97.0
12185,10003,2.0,280.0,1680.0,7840.0,50.0,2,80.0
12188,10039,2.0,225.0,1350.0,6300.0,50.0,5,93.0
12191,10002,2.0,134.0,1000.0,3600.0,100.0,0,
12195,11216,2.0,120.0,900.0,3360.0,125.0,142,97.0
12213,10002,2.0,207.0,1242.0,5796.0,105.0,69,89.0
12222,10038,2.0,195.0,1170.0,5460.0,120.0,213,95.0
12225,11218,2.0,180.0,400.0,5040.0,100.0,18,99.0
12227,10016,2.0,495.0,1800.0,4500.0,200.0,4,100.0
12230,10024,2.0,220.0,1350.0,6160.0,80.0,7,97.0
12256,11222,2.0,200.0,1200.0,5600.0,560.0,2,100.0
12264,11249,2.0,230.0,1380.0,6440.0,95.0,50,99.0
12270,10003,2.0,297.0,1782.0,8316.0,50.0,9,91.0
12288,11105,2.0,75.0,450.0,2100.0,210.0,4,85.0
12290,10019,2.0,237.0,1422.0,6636.0,45.0,6,97.0
12314,11225,2.0,121.0,1100.0,4000.0,50.0,1,100.0
12326,11235,2.0,110.0,660.0,3300.0,100.0,7,91.0
12328,10014,2.0,299.0,1794.0,8372.0,837.2,2,90.0
12330,11217,2.0,175.0,1050.0,4900.0,100.0,0,
12337,10451,2.0,99.0,760.0,3000.0,0.0,5,96.0
12346,10003,2.0,200.0,1200.0,5600.0,150.0,1,100.0
12360,10019,2.0,200.0,1200.0,3950.0,125.0,3,100.0
12361,10035,2.0,650.0,1000.0,18200.0,125.0,1,100.0
12364,10022,2.0,115.0,1000.0,4000.0,400.0,1,100.0
12369,10023,2.0,280.0,1680.0,7840.0,100.0,1,80.0
12374,10009,2.0,260.0,1560.0,7280.0,130.0,148,93.0
12375,10065,2.0,148.0,888.0,4144.0,414.40000000000003,1,80.0
12378,11218,2.0,123.0,750.0,2250.0,80.0,11,89.0
12393,11238,2.0,180.0,1080.0,5040.0,25.0,11,96.0
12398,10032,2.0,175.0,1050.0,4900.0,50.0,1,80.0
12406,11231,2.0,250.0,1500.0,7000.0,100.0,43,91.0
12420,11221,2.0,130.0,780.0,3640.0,364.0,96,97.0
12437,10003,2.0,450.0,3000.0,9500.0,120.0,2,100.0
12453,11221,2.0,125.0,750.0,3500.0,100.0,29,98.0
12457,11225,2.0,60.0,360.0,1680.0,168.0,0,
12459,10037,2.0,225.0,1350.0,6300.0,130.0,52,98.0
12463,10002,2.0,699.0,4900.0,16000.0,1600.0,0,
12467,10036,2.0,375.0,2250.0,10500.0,120.0,3,100.0
12483,11221,2.0,115.0,1300.0,5300.0,150.0,23,90.0
12488,10027,2.0,290.0,1740.0,8120.0,100.0,58,98.0
12509,11201,2.0,250.0,1500.0,7000.0,80.0,0,
12521,11249,2.0,200.0,1000.0,2800.0,100.0,0,
12532,11221,2.0,65.0,390.0,1820.0,25.0,25,98.0
12546,10003,2.0,242.0,1595.0,5789.0,120.0,173,94.0
12551,10025,2.0,170.0,1020.0,4760.0,60.0,7,97.0
12559,10029,2.0,85.0,510.0,2380.0,10.0,2,80.0
12561,10011,2.0,450.0,2700.0,12600.0,250.0,2,90.0
12582,10036,2.0,259.0,1554.0,7252.0,100.0,87,97.0
12588,10025,2.0,434.0,1900.0,12152.0,124.0,1,100.0
12589,10016,2.0,150.0,1250.0,4950.0,200.0,10,98.0
12591,10009,2.0,500.0,3000.0,14000.0,1400.0,0,
12594,11222,2.0,100.0,600.0,2800.0,50.0,2,100.0
12607,11217,2.0,150.0,800.0,3100.0,310.0,0,
12608,10014,2.0,299.0,1794.0,9000.0,120.0,4,95.0
12625,11203,2.0,75.0,535.0,2100.0,35.0,15,92.0
12636,11220,2.0,140.0,900.0,3700.0,75.0,74,99.0
12639,10009,2.0,230.0,1380.0,6440.0,644.0,0,
12641,10044,2.0,180.0,1080.0,5040.0,80.0,2,90.0
12654,10028,2.0,295.0,1770.0,8260.0,100.0,0,
12659,11223,2.0,129.0,774.0,3612.0,50.0,123,92.0
12660,11223,2.0,119.0,700.0,3332.0,50.0,156,95.0
12669,11211,2.0,275.0,850.0,7700.0,80.0,51,95.0
12670,11225,2.0,170.0,1020.0,4760.0,25.0,28,97.0
12680,10036,2.0,590.0,3540.0,16520.0,1652.0,0,
12702,11222,2.0,150.0,900.0,4200.0,65.0,19,98.0
12715,11221,2.0,239.0,1434.0,6692.0,90.0,2,90.0
12716,11211,2.0,350.0,2500.0,9800.0,100.0,4,100.0
12719,10022,2.0,230.0,1380.0,8000.0,175.0,0,
12722,10036,2.0,475.0,2400.0,13300.0,1330.0,5,100.0
12730,10009,2.0,200.0,1200.0,5600.0,100.0,10,92.0
12735,11222,2.0,90.0,300.0,1200.0,120.0,101,94.0
12737,10010,2.0,285.0,1710.0,7980.0,150.0,155,91.0
12740,10012,2.0,475.0,2850.0,13300.0,150.0,28,94.0
12743,11426,2.0,42.0,298.0,1050.0,105.0,0,
12760,11233,2.0,130.0,780.0,3100.0,0.0,119,94.0
12782,10128,2.0,180.0,900.0,3200.0,320.0,1,80.0
12786,10036,2.0,365.0,2190.0,10220.0,105.0,136,89.0
12791,11215,2.0,55.0,330.0,1540.0,100.0,0,
12794,11206,2.0,150.0,900.0,4200.0,420.0,1,100.0
12796,10033,2.0,150.0,750.0,2900.0,125.0,6,97.0
12797,10002,2.0,190.0,1131.0,3990.0,60.0,2,100.0
12798,10128,2.0,95.0,570.0,2660.0,15.0,0,
12829,10021,2.0,250.0,1500.0,7000.0,700.0,3,100.0
12831,10026,2.0,165.0,990.0,4620.0,75.0,7,97.0
12847,10128,2.0,210.0,1260.0,5880.0,100.0,0,
12851,10014,2.0,295.0,1500.0,4900.0,490.0,2,80.0
12855,11237,2.0,200.0,1200.0,5600.0,40.0,0,
12888,11423,2.0,83.0,498.0,2324.0,45.0,3,80.0
12902,10003,2.0,180.0,2000.0,5040.0,60.0,5,100.0
12905,11213,2.0,119.0,714.0,3332.0,20.0,286,96.0
12908,11225,2.0,150.0,900.0,4200.0,85.0,9,96.0
12915,10036,2.0,245.0,1470.0,7500.0,175.0,1,40.0
12925,11206,2.0,240.0,1000.0,6720.0,100.0,1,100.0
12928,11206,2.0,200.0,1200.0,5600.0,560.0,1,80.0
12929,11206,2.0,200.0,1400.0,2800.0,280.0,1,80.0
12932,11216,2.0,165.0,969.0,4620.0,100.0,42,86.0
12936,11208,2.0,85.0,649.0,2289.0,0.0,69,82.0
12947,10001,2.0,500.0,3000.0,14000.0,100.0,2,100.0
12948,10018,2.0,169.0,1014.0,4732.0,100.0,66,90.0
12949,11216,2.0,300.0,1800.0,8400.0,100.0,0,
12958,10009,2.0,200.0,1500.0,6250.0,150.0,1,80.0
12989,10022,2.0,400.0,2400.0,11200.0,1120.0,0,
12994,10001,2.0,450.0,2700.0,12600.0,150.0,9,100.0
13001,10027,2.0,90.0,540.0,2520.0,50.0,1,100.0
13004,11215,2.0,150.0,650.0,2600.0,125.0,28,98.0
13026,11237,2.0,95.0,570.0,2660.0,50.0,0,
13029,10036,2.0,300.0,1800.0,8400.0,90.0,7,97.0
13041,11206,2.0,110.0,660.0,3080.0,50.0,50,98.0
13053,11231,2.0,250.0,1500.0,7000.0,700.0,4,100.0
13058,10025,2.0,175.0,1000.0,4000.0,400.0,10,98.0
13069,10009,2.0,299.0,1794.0,8372.0,150.0,158,95.0
13074,11225,2.0,85.0,510.0,2380.0,238.0,0,
13086,10009,2.0,199.0,1194.0,5572.0,60.0,1,100.0
13091,10009,2.0,200.0,1200.0,5600.0,60.0,2,90.0
13098,11217,2.0,130.0,780.0,3640.0,25.0,4,95.0
13100,10003,2.0,350.0,2100.0,9800.0,980.0,0,
13109,11237,2.0,131.0,900.0,3000.0,30.0,2,90.0
13118,11217,2.0,134.0,804.0,3752.0,30.0,2,100.0
13127,10009,2.0,375.0,1200.0,4500.0,125.0,98,94.0
13130,10451,2.0,159.0,954.0,4452.0,100.0,0,
13133,10007,2.0,425.0,2550.0,11900.0,1190.0,1,80.0
13150,10030,2.0,200.0,1200.0,5600.0,100.0,49,97.0
13151,10029,2.0,250.0,1500.0,7000.0,90.0,32,96.0
13154,10002,2.0,200.0,1200.0,5600.0,100.0,0,
13157,11211,2.0,181.0,1086.0,5068.0,40.0,4,85.0
13161,11216,2.0,110.0,660.0,3080.0,60.0,34,91.0
13162,11231,2.0,209.0,1254.0,5852.0,85.0,152,97.0
13172,11215,2.0,200.0,1200.0,5600.0,50.0,2,100.0
13175,10027,2.0,150.0,900.0,4200.0,50.0,0,
13176,11372,2.0,144.0,864.0,4032.0,99.0,12,98.0
13179,10002,2.0,220.0,1320.0,6160.0,50.0,3,100.0
13186,10024,2.0,200.0,1200.0,5600.0,100.0,5,100.0
13187,11249,2.0,161.0,898.0,4508.0,20.0,19,100.0
13191,11211,2.0,200.0,1200.0,5600.0,60.0,1,100.0
13194,10016,2.0,209.0,1254.0,5852.0,75.0,98,84.0
13195,10014,2.0,400.0,2400.0,11200.0,150.0,3,87.0
13196,11206,2.0,98.0,588.0,2744.0,90.0,3,93.0
13203,11233,2.0,150.0,900.0,4200.0,100.0,67,100.0
13204,11201,2.0,199.0,1194.0,5572.0,150.0,0,
13207,10002,2.0,220.0,1635.0,6160.0,130.0,21,91.0
13210,11205,2.0,170.0,1020.0,4760.0,60.0,112,94.0
13215,10280,2.0,450.0,2700.0,12600.0,150.0,0,
13243,11434,2.0,200.0,1200.0,5600.0,50.0,67,95.0
13250,11206,2.0,125.0,750.0,3500.0,150.0,0,
13253,11211,2.0,375.0,2250.0,10500.0,60.0,23,83.0
13273,11206,2.0,160.0,960.0,4480.0,100.0,1,80.0
13275,10014,2.0,629.0,5000.0,17612.0,250.0,11,94.0
13297,10010,2.0,300.0,1800.0,8400.0,100.0,102,86.0
13304,10036,2.0,160.0,960.0,4480.0,80.0,127,89.0
13307,11217,2.0,325.0,1950.0,9100.0,100.0,13,98.0
13311,11205,2.0,125.0,750.0,3500.0,50.0,115,91.0
13316,10010,2.0,300.0,1800.0,8400.0,100.0,95,82.0
13326,11218,2.0,200.0,1200.0,5600.0,50.0,19,97.0
13332,11206,2.0,142.0,852.0,3976.0,397.6,18,89.0
13342,11208,2.0,62.0,372.0,1736.0,60.0,41,95.0
13348,11221,2.0,125.0,750.0,3500.0,75.0,0,
